"indicator","reportyear","FIPS","County_Name","County_FIPS","treecanopy_n","treecanopy_d","treecanopy_pct","treecanopy_se_pct","treecanopy_rse","treecanopy_pctile","source","version","notes"
"Population-weighted percentage of the census tract area with tree canopy",2011,6073004900,"San Diego",6073,NA,NA,2.506742,0.6261303,24.977854,8.469138971,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073005000,"San Diego",6073,NA,NA,1.9034256,1.030077,54.1170082,4.221737457,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073005100,"San Diego",6073,NA,NA,1.889449,1.100278,58.2327429,4.119081227,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073005200,"San Diego",6073,NA,NA,2.4617911,0.9460438,38.4290873,7.994353907,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073005300,"San Diego",6073,NA,NA,2.4762472,1.0492885,42.3741411,8.109842166,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073005400,"San Diego",6073,NA,NA,2.7221648,0.9825416,36.0941286,10.50943154,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073005600,"San Diego",6073,NA,NA,3.3504425,1.4232944,42.4807882,19.72282818,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073005700,"San Diego",6073,NA,NA,3.1673341,1.4051344,44.3633135,16.32234056,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073005800,"San Diego",6073,NA,NA,2.0667794,1.0120706,48.9684866,5.158475555,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073005900,"San Diego",6073,NA,NA,2.7955455,0.7734175,27.6660678,11.33068138,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073006000,"San Diego",6073,NA,NA,7.0280094,1.7358796,24.6994495,66.39291672,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073006100,"San Diego",6073,NA,NA,4.5944177,3.3384919,72.6640914,43.32092904,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073006500,"San Diego",6073,NA,NA,3.3334734,1.9733684,59.1985662,19.36353137,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073006600,"San Diego",6073,NA,NA,2.303037,1.2265912,53.2597261,6.659822918,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073006801,"San Diego",6073,NA,NA,8.1482765,6.1651324,75.6617962,72.79609906,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073006802,"San Diego",6073,NA,NA,4.5769811,2.9024071,63.4131311,42.96163223,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073006900,"San Diego",6073,NA,NA,5.315908,1.9421399,36.5344894,52.35467727,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007002,"San Diego",6073,NA,NA,5.2557813,1.8555609,35.3051394,51.59758758,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007100,"San Diego",6073,NA,NA,7.4576518,1.7939414,24.0550442,68.95932247,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007200,"San Diego",6073,NA,NA,5.5678831,3.5202226,63.2237164,54.88258694,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007301,"San Diego",6073,NA,NA,2.6384739,0.5897535,22.3520694,9.624021558,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007302,"San Diego",6073,NA,NA,2.7666888,0.6881563,24.8729206,10.99704863,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007400,"San Diego",6073,NA,NA,3.7465719,1.1191265,29.8706808,27.73001412,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007501,"San Diego",6073,NA,NA,2.5675222,0.8720029,33.9628182,8.931092006,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007502,"San Diego",6073,NA,NA,2.1747149,0.6529422,30.0242681,5.915565251,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007600,"San Diego",6073,NA,NA,1.9367244,0.3848364,19.8704766,4.362889773,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007701,"San Diego",6073,NA,NA,2.9449489,1.5854394,53.8358897,13.05017323,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007702,"San Diego",6073,NA,NA,2.9106662,1.2229653,42.0166778,12.61388426,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007800,"San Diego",6073,NA,NA,3.5253886,0.7222275,20.486464,23.41845246,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007903,"San Diego",6073,NA,NA,2.9613647,1.2332287,41.6439318,13.19132555,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007905,"San Diego",6073,NA,NA,2.7168526,0.6722757,24.7446518,10.40677531,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007907,"San Diego",6073,NA,NA,2.7203457,0.7552996,27.7648403,10.45810343,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007908,"San Diego",6073,NA,NA,2.7947332,0.7345491,26.2833363,11.31784935,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073007910,"San Diego",6073,NA,NA,2.5516607,0.6864371,26.9015833,8.789939689,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008002,"San Diego",6073,NA,NA,3.375843,1.1434645,33.8719693,20.32593353,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008003,"San Diego",6073,NA,NA,2.92346,0.7545585,25.81046,12.71654049,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008006,"San Diego",6073,NA,NA,2.7656903,0.7282071,26.3300301,10.97138458,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008101,"San Diego",6073,NA,NA,2.6926564,0.6279776,23.3218616,10.21429488,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008102,"San Diego",6073,NA,NA,3.3746185,1.0052934,29.7898392,20.26177339,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008200,"San Diego",6073,NA,NA,2.6768525,1.0937387,40.8591324,10.00898242,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008301,"San Diego",6073,NA,NA,6.0166072,2.1677363,36.0292147,59.07866034,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008303,"San Diego",6073,NA,NA,14.100891,6.2147474,44.073438,87.57859618,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008306,"San Diego",6073,NA,NA,6.159006,4.0353741,65.5198926,60.29770307,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008307,"San Diego",6073,NA,NA,7.6515172,4.2383874,55.3927713,70.03721288,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008310,"San Diego",6073,NA,NA,8.6269946,3.7176684,43.0934357,74.92621583,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008311,"San Diego",6073,NA,NA,9.5000748,4.2925811,45.1847085,77.96740665,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008312,"San Diego",6073,NA,NA,5.7638983,3.2267211,55.9815757,56.66623893,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008313,"San Diego",6073,NA,NA,10.5871887,5.8417777,55.1777996,81.11125369,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008324,"San Diego",6073,NA,NA,7.6955165,3.7605398,48.8666328,70.29385346,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008327,"San Diego",6073,NA,NA,4.687678,2.0590012,43.923692,44.70678814,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008328,"San Diego",6073,NA,NA,7.070897,4.4414934,62.8137191,66.71371744,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008329,"San Diego",6073,NA,NA,3.5547348,2.7055523,76.1112278,23.94456564,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008330,"San Diego",6073,NA,NA,4.5692207,2.3408092,51.2299433,42.80764789,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008331,"San Diego",6073,NA,NA,5.0258815,3.5132881,69.9039188,48.96702169,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008333,"San Diego",6073,NA,NA,5.7282166,3.0366414,53.0119857,56.31977416,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008335,"San Diego",6073,NA,NA,3.1418722,2.0743619,66.0231158,16.01437187,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008336,"San Diego",6073,NA,NA,6.1377602,3.5543567,57.9096706,60.07955858,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008337,"San Diego",6073,NA,NA,4.8631081,2.0324766,41.7937785,46.92672912,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008339,"San Diego",6073,NA,NA,9.7439299,12.9365986,132.7657195,78.67316823,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008340,"San Diego",6073,NA,NA,4.1153073,2.5049112,60.868146,34.63364558,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008341,"San Diego",6073,NA,NA,3.3897777,2.1480553,63.3686191,20.55691005,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008343,"San Diego",6073,NA,NA,7.3974314,5.0295488,67.9904761,68.54869755,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008344,"San Diego",6073,NA,NA,6.7790982,5.0570044,74.5970068,64.72475298,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008345,"San Diego",6073,NA,NA,5.9954608,4.1505401,69.2280419,58.87334788,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008346,"San Diego",6073,NA,NA,9.1460011,5.9888109,65.4801029,76.82535609,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008347,"San Diego",6073,NA,NA,3.9884431,2.7328734,68.5198038,32.28538432,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008348,"San Diego",6073,NA,NA,6.2319484,4.2362713,67.976674,60.91364045,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008349,"San Diego",6073,NA,NA,2.0959569,0.9890151,47.1868033,5.350955986,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008350,"San Diego",6073,NA,NA,3.0753361,1.7168997,55.8280334,14.92364943,"HCI/National Land Cover Database","Wed06Dec17",""
"Population-weighted percentage of the census tract area with tree canopy",2011,6073008351,"San Diego",6073,NA,NA,2.247076,1.0529771,46.8598805,6.274862056,"HCI/National Land Cover Database","Wed06Dec17",""
